trade_id,date,symbol,quantity,price,client_id
T011084,2025-01-25,AAPL,929,547.41,C3838
T011085,2025-02-17,AAPL,126,624.61,C3915
T011086,2025-02-01,META,99,325.24,C0591
T011087,2025-03-25,MSFT,162,753.72,C1756
T011088,2025-01-04,TSLA,-293,777.06,C0366
T011089,2025-02-07,AMZN,386,609.01,C2458
T011090,2025-03-04,TSLA,996,493.58,C4816
T011091,2025-02-16,GOOGL,632,103.35,C3511
T011092,2025-01-01,TSLA,-402,141.46,C1044
T011093,2025-01-03,META,-318,172.98,C3415
T011094,2025-03-27,NFLX,419,790.79,C2553
T011095,2025-03-03,AAPL,45,422.75,C2565
T011096,2025-03-05,AMZN,917,368.85,C0757
T011097,2025-01-17,AMZN,494,686.99,C4769
T011098,2025-03-19,MSFT,109,203.11,C3636
T011099,2025-03-03,GOOGL,-16,349.18,C4696
T011100,2025-02-04,AMZN,251,349.64,C4827
T011101,2025-01-13,MSFT,-329,320.54,C3641
T011102,2025-02-04,AMZN,178,580.29,C0164
T011103,2025-02-12,AAPL,-203,555.8,C3417
T011104,2025-01-02,NFLX,-395,342.46,C4816
T011105,2025-02-25,AMZN,569,215.19,C0886
T011106,2025-03-18,AAPL,-340,666.88,C2800
T011107,2025-02-20,META,976,673.95,C2014
T011108,2025-02-23,NFLX,-4,584.52,C1631
T011109,2025-01-16,TSLA,27,619.04,C2742
T011110,2025-01-18,AAPL,-57,196.92,C2395
T011111,2025-01-07,META,994,362.1,C3999
T011112,2025-02-14,AAPL,588,546.06,C2154
T011113,2025-02-05,AAPL,-459,510.99,C0557
T011114,2025-02-10,META,81,686.07,C2750
T011115,2025-02-11,AMZN,-281,671.56,C1118
T011116,2025-01-07,META,-496,501.6,C0869
T011117,2025-01-15,GOOGL,-76,272.99,C3923
T011118,2025-03-01,META,532,468.73,C1775
T011119,2025-02-09,AAPL,-453,439.87,C1518
T011120,2025-03-24,NFLX,974,152.32,C0505
T011121,2025-02-06,MSFT,132,497.6,C2925
T011122,2025-03-07,AMZN,992,391.52,C4144
T011123,2025-02-24,GOOGL,692,216.08,C2134
T011124,2025-03-18,NFLX,-55,288.81,C0429
T011125,2025-03-21,GOOGL,267,254.52,C0288
T011126,2025-02-25,NFLX,719,181.84,C1517
T011127,2025-02-13,AMZN,364,71.14,C0968
T011128,2025-02-26,MSFT,68,372.74,C2074
T011129,2025-01-06,TSLA,-269,191.33,C4911
T011130,2025-02-01,AMZN,696,494.26,C3355
T011131,2025-03-15,GOOGL,-124,420.78,C4626
T011132,2025-01-18,TSLA,547,667.99,C3130
T011133,2025-03-09,GOOGL,-188,487.38,C4198
T011134,2025-03-14,AAPL,245,75.61,C0056
T011135,2025-01-07,NFLX,738,398.59,C3813
T011136,2025-01-08,TSLA,732,76.18,C0054
T011137,2025-03-05,META,438,311.69,C1137
T011138,2025-01-07,AMZN,-394,487.66,C3083
T011139,2025-02-10,AMZN,-437,626.99,C0289
T011140,2025-02-09,MSFT,111,538.72,C4096
T011141,2025-01-03,TSLA,-147,524.44,C2071
T011142,2025-01-17,MSFT,-403,770.27,C3596
T011143,2025-03-07,AMZN,423,257.52,C4006
T011144,2025-03-20,MSFT,77,618.5,C2981
T011145,2025-02-21,TSLA,858,354.83,C1020
T011146,2025-01-22,AMZN,865,415.71,C2932
T011147,2025-01-04,GOOGL,170,415.38,C0259
T011148,2025-01-06,AMZN,-103,627.51,C1376
T011149,2025-02-07,NFLX,63,76.1,C4545
T011150,2025-01-26,MSFT,-278,214.76,C2402
T011151,2025-01-11,NFLX,148,378.86,C0133
T011152,2025-03-31,MSFT,70,785.74,C3856
T011153,2025-01-17,AMZN,449,61.6,C4115
T011154,2025-03-29,AAPL,811,264.55,C3311
T011155,2025-01-31,AAPL,-161,425.75,C0685
T011156,2025-03-18,AAPL,945,362.01,C3876
T011157,2025-02-04,NFLX,433,135.82,C2423
T011158,2025-01-16,GOOGL,-368,656.65,C3549
T011159,2025-03-20,GOOGL,275,474.29,C3822
T011160,2025-01-18,NFLX,354,641.7,C1140
T011161,2025-03-03,GOOGL,-227,209.15,C2703
T011162,2025-01-27,AMZN,337,194.98,C4605
T011163,2025-02-04,META,725,754.11,C3012
T011164,2025-02-14,AMZN,342,228.98,C3512
T011165,2025-02-04,TSLA,255,756.01,C2422
T011166,2025-01-28,AAPL,5,704.15,C2337
T011167,2025-01-09,TSLA,-179,767.22,C0041
T011168,2025-03-17,AAPL,764,722.55,C1547
T011169,2025-01-15,MSFT,652,748.84,C3001
T011170,2025-01-21,TSLA,9,716.86,C3229
T011171,2025-02-21,AMZN,557,335.5,C4840
T011172,2025-02-04,MSFT,-83,564.71,C4209
T011173,2025-02-20,TSLA,183,161.08,C3753
T011174,2025-03-24,MSFT,-332,435.31,C0699
T011175,2025-02-24,META,179,139.66,C3201
T011176,2025-03-28,META,141,567.04,C1718
T011177,2025-03-18,META,590,151.36,C4144
T011178,2025-02-13,MSFT,298,707.52,C4364
T011179,2025-03-06,MSFT,-214,102.83,C1240
T011180,2025-03-29,AMZN,992,336.64,C1918
T011181,2025-03-21,MSFT,742,770.78,C2126
T011182,2025-01-25,AMZN,929,615.1,C2789
T011183,2025-03-28,GOOGL,-483,576.68,C4935
T011184,2025-02-16,MSFT,123,512.38,C1689
T011185,2025-03-21,AAPL,762,125.19,C0250
T011186,2025-02-25,AMZN,977,335.61,C1019
T011187,2025-02-07,NFLX,731,565.15,C4223
T011188,2025-01-11,GOOGL,-441,94.04,C0863
T011189,2025-03-08,AMZN,-13,780.95,C2935
T011190,2025-01-15,NFLX,4,777.65,C1234
T011191,2025-01-01,MSFT,939,421.23,C1351
T011192,2025-01-07,AMZN,111,50.07,C3035
T011193,2025-01-01,TSLA,3,284.98,C2504
T011194,2025-02-18,TSLA,140,68.21,C0070
T011195,2025-03-14,AAPL,684,85.17,C2279
T011196,2025-01-29,AMZN,350,482.67,C4150
T011197,2025-01-26,MSFT,406,380.27,C3635
T011198,2025-03-28,MSFT,986,774.4,C2056
T011199,2025-02-14,NFLX,358,765.49,C2412
T011200,2025-03-12,META,775,266.61,C0463
T011201,2025-01-12,META,169,176.11,C1192
T011202,2025-02-01,TSLA,814,136.6,C1769
T011203,2025-01-20,NFLX,255,375.45,C1366
T011204,2025-02-20,AMZN,679,645.85,C0008
T011205,2025-03-22,NFLX,834,91.73,C1747
T011206,2025-02-05,MSFT,997,636.5,C1513
T011207,2025-03-08,GOOGL,177,499.62,C2483
T011208,2025-01-01,MSFT,744,616.74,C0726
T011209,2025-01-27,AMZN,527,685.2,C2318
T011210,2025-02-09,TSLA,-199,263.46,C4704
T011211,2025-03-25,GOOGL,499,676.74,C1440
T011212,2025-01-14,MSFT,40,588.93,C4622
T011213,2025-03-10,META,-26,360.52,C4223
T011214,2025-03-28,AAPL,779,254.45,C2437
T011215,2025-03-20,AAPL,-163,514.38,C4539
T011216,2025-01-06,NFLX,855,494.74,C2517
T011217,2025-02-02,TSLA,-292,507.56,C0730
T011218,2025-02-24,NFLX,584,276.27,C1765
T011219,2025-01-19,GOOGL,-429,70.97,C3060
T011220,2025-03-18,AAPL,339,72.1,C2362
T011221,2025-01-29,NFLX,211,200.62,C1030
T011222,2025-03-02,AAPL,-87,618.2,C4672
T011223,2025-03-11,MSFT,-257,528.83,C3493
T011224,2025-03-20,NFLX,909,663.41,C4803
T011225,2025-03-21,AMZN,472,91.28,C3550
T011226,2025-01-24,NFLX,-65,116.83,C3880
T011227,2025-01-23,NFLX,-17,199.75,C1213
T011228,2025-01-10,MSFT,561,416.99,C1365
T011229,2025-02-23,NFLX,337,636.54,C1316
T011230,2025-02-10,MSFT,-305,471.16,C1145
T011231,2025-02-18,TSLA,429,442.16,C1924
T011232,2025-01-17,MSFT,645,201.12,C1843
T011233,2025-02-25,NFLX,42,99.78,C2743
T011234,2025-02-14,NFLX,-120,329.92,C0752
T011235,2025-01-30,META,270,100.95,C2679
T011236,2025-02-13,NFLX,782,370.53,C1941
T011237,2025-03-15,NFLX,319,161.56,C2199
T011238,2025-02-24,GOOGL,-500,317.77,C2689
T011239,2025-01-19,GOOGL,250,576.04,C0294
T011240,2025-01-29,AMZN,-71,564.06,C1812
T011241,2025-01-02,AAPL,778,516.29,C3690
T011242,2025-02-05,AAPL,-117,642.77,C0116
T011243,2025-01-19,AMZN,145,792.58,C2187
T011244,2025-01-07,META,-159,382.28,C3461
T011245,2025-01-26,AMZN,-298,302.62,C1162
T011246,2025-03-20,MSFT,707,487.54,C4172
T011247,2025-02-07,META,293,612.41,C0727
T011248,2025-01-03,NFLX,-56,303.03,C3203
T011249,2025-03-21,TSLA,-30,166.27,C1314
T011250,2025-03-07,AAPL,-175,694.29,C4582
T011251,2025-03-12,AAPL,817,515.98,C2791
T011252,2025-02-12,NFLX,618,70.8,C1200
T011253,2025-03-03,AMZN,-479,750.28,C1238
T011254,2025-03-12,AMZN,-370,414.97,C0566
T011255,2025-01-24,AAPL,-475,558.51,C4516
T011256,2025-02-08,AAPL,-179,341.33,C4544
T011257,2025-03-09,MSFT,545,738.46,C1651
T011258,2025-02-13,AAPL,324,716.04,C1547
T011259,2025-01-05,META,39,515.18,C4977
T011260,2025-02-24,NFLX,721,614.37,C1107
T011261,2025-01-30,NFLX,136,212.38,C2130
T011262,2025-01-29,META,-21,501.67,C4813
T011263,2025-01-26,AMZN,544,228.48,C4808
T011264,2025-03-24,NFLX,804,429.24,C0234
T011265,2025-01-26,GOOGL,-288,532.21,C3224
T011266,2025-02-06,META,478,311.45,C3976
T011267,2025-02-22,META,597,292.93,C2724
T011268,2025-01-30,NFLX,512,322.48,C0563
T011269,2025-01-03,GOOGL,313,461.58,C2375
T011270,2025-02-12,GOOGL,-412,170.11,C4573
T011271,2025-01-07,META,261,703.86,C0988
T011272,2025-02-18,MSFT,27,153.42,C0567
T011273,2025-03-14,GOOGL,248,780.15,C1055
T011274,2025-02-10,TSLA,74,797.87,C1292
T011275,2025-03-18,NFLX,690,316.11,C0992
T011276,2025-03-20,TSLA,807,526.28,C3140
T011277,2025-02-23,MSFT,-257,91.15,C2506
T011278,2025-03-10,GOOGL,580,441.94,C0448
T011279,2025-01-27,AMZN,397,443.05,C3064
T011280,2025-01-08,MSFT,600,281.57,C2931
T011281,2025-02-01,META,201,60.78,C0439
T011282,2025-03-25,NFLX,108,124.61,C1697
T011283,2025-03-05,META,397,440.57,C4657
T011284,2025-01-10,META,981,369.64,C4403
T011285,2025-01-13,AAPL,-391,666.9,C2834
T011286,2025-03-04,NFLX,724,729.63,C3407
T011287,2025-02-04,NFLX,291,554.79,C1087
T011288,2025-03-02,MSFT,-298,457.13,C2072
T011289,2025-02-23,TSLA,661,670.38,C1879
T011290,2025-01-08,NFLX,-477,239.12,C2290
T011291,2025-01-29,META,922,658.19,C0784
T011292,2025-02-10,NFLX,866,345.95,C1594
T011293,2025-01-30,AMZN,-368,134.85,C2123
T011294,2025-03-27,NFLX,819,627.5,C2089
T011295,2025-01-21,GOOGL,437,245.42,C0797
T011296,2025-03-17,META,-68,420.12,C2723
T011297,2025-01-11,TSLA,640,517.15,C4204
T011298,2025-01-02,GOOGL,282,598.89,C1624
T011299,2025-02-19,META,-436,419.96,C0615
T011300,2025-02-10,GOOGL,949,397.86,C3266
T011301,2025-03-07,MSFT,-243,480.97,C1689
T011302,2025-01-03,MSFT,931,699.53,C4120
T011303,2025-03-21,TSLA,-233,764.06,C0016
T011304,2025-02-20,GOOGL,-337,533.0,C3915
T011305,2025-03-09,META,22,228.9,C3126
T011306,2025-03-28,MSFT,823,686.86,C0453
T011307,2025-03-25,TSLA,-12,439.31,C3303
T011308,2025-01-25,META,537,794.93,C2333
T011309,2025-01-30,GOOGL,808,200.85,C4390
T011310,2025-03-23,AAPL,111,186.22,C0503
T011311,2025-01-11,AAPL,205,794.21,C4976
T011312,2025-01-17,TSLA,74,708.33,C1303
T011313,2025-01-26,AAPL,-341,798.81,C1405
T011314,2025-01-23,AMZN,-1,422.93,C2270
T011315,2025-02-25,META,449,752.26,C4315
T011316,2025-02-21,META,-203,717.81,C2381
T011317,2025-02-17,TSLA,739,569.49,C0703
T011318,2025-01-20,TSLA,97,74.25,C3728
T011319,2025-01-02,GOOGL,-252,637.41,C2341
T011320,2025-03-29,META,-57,457.23,C4315
T011321,2025-01-31,AMZN,111,131.27,C4726
T011322,2025-01-27,NFLX,650,322.63,C2295
T011323,2025-01-02,META,25,105.53,C3954
T011324,2025-03-19,TSLA,862,223.31,C0444
T011325,2025-01-04,META,140,608.79,C3518
T011326,2025-01-13,NFLX,429,118.3,C3130
T011327,2025-02-04,MSFT,-372,401.58,C3008
T011328,2025-03-13,TSLA,627,202.4,C2818
T011329,2025-03-07,NFLX,-112,74.49,C4969
T011330,2025-01-06,AMZN,793,640.81,C0176
T011331,2025-01-31,META,998,354.7,C1098
T011332,2025-01-10,TSLA,-499,121.63,C4355
T011333,2025-01-21,AAPL,545,217.69,C3093
T011334,2025-03-15,AMZN,-184,381.07,C2866
T011335,2025-01-23,MSFT,-215,328.46,C3113
T011336,2025-01-03,NFLX,918,616.15,C1841
T011337,2025-02-01,AMZN,666,273.74,C3412
T011338,2025-01-20,TSLA,-208,209.87,C0193
T011339,2025-03-15,MSFT,0,390.9,C4790
T011340,2025-01-29,MSFT,114,58.26,C3567
T011341,2025-02-21,MSFT,815,738.92,C1116
T011342,2025-02-15,AAPL,-131,599.78,C1547
T011343,2025-02-03,AMZN,575,385.83,C2123
T011344,2025-03-25,META,588,701.33,C4935
T011345,2025-03-02,TSLA,603,119.78,C2011
T011346,2025-03-13,NFLX,839,160.56,C1208
T011347,2025-03-12,AAPL,-116,443.65,C1529
T011348,2025-03-11,MSFT,606,106.24,C1512
T011349,2025-01-11,META,-247,238.66,C0199
T011350,2025-03-23,TSLA,891,647.73,C2893
T011351,2025-03-30,GOOGL,660,712.94,C0327
T011352,2025-03-04,TSLA,494,607.0,C1086
T011353,2025-01-21,GOOGL,-98,188.36,C1197
T011354,2025-01-03,GOOGL,301,512.74,C0061
T011355,2025-03-23,META,384,503.3,C2206
T011356,2025-03-29,MSFT,-364,455.2,C2564
T011357,2025-01-10,GOOGL,813,121.16,C4856
T011358,2025-01-27,AAPL,152,225.3,C2680
T011359,2025-01-12,NFLX,454,324.51,C3353
T011360,2025-01-07,MSFT,857,661.04,C0505
T011361,2025-01-17,META,837,329.38,C1210
T011362,2025-03-06,GOOGL,715,67.19,C2436
T011363,2025-03-05,NFLX,-230,158.16,C3335
T011364,2025-01-26,AMZN,-164,505.31,C0663
T011365,2025-01-15,NFLX,-352,139.47,C3382
T011366,2025-02-02,META,-62,433.0,C1593
T011367,2025-03-03,META,718,693.22,C1701
T011368,2025-02-16,AAPL,-52,666.64,C0203
T011369,2025-02-04,AMZN,-408,367.49,C2491
T011370,2025-03-06,TSLA,-199,76.03,C0637
T011371,2025-03-13,AAPL,274,258.16,C0930
T011372,2025-03-17,META,-13,568.31,C3680
T011373,2025-03-24,AMZN,348,179.49,C4707
T011374,2025-01-25,AMZN,-284,613.43,C1023
T011375,2025-02-26,META,-127,82.63,C0521
T011376,2025-02-01,MSFT,884,51.19,C4007
T011377,2025-03-04,TSLA,570,405.6,C4623
T011378,2025-01-12,AAPL,310,751.18,C0120
T011379,2025-03-04,AAPL,230,391.69,C2351
T011380,2025-03-18,META,726,84.3,C3599
T011381,2025-01-01,META,-402,156.46,C4829
T011382,2025-02-20,AAPL,86,596.26,C3115
T011383,2025-03-11,GOOGL,-385,78.28,C0537
T011384,2025-01-08,AAPL,771,520.73,C0958
T011385,2025-03-09,GOOGL,-227,766.35,C3820
T011386,2025-01-05,MSFT,223,694.34,C0671
T011387,2025-03-30,GOOGL,442,465.22,C2198
T011388,2025-03-27,TSLA,-165,172.5,C0758
T011389,2025-02-08,NFLX,-6,385.88,C2835
T011390,2025-01-23,META,308,442.9,C3719
T011391,2025-03-09,GOOGL,115,603.49,C2208
T011392,2025-02-21,META,-51,716.76,C0757
T011393,2025-01-04,TSLA,-123,598.54,C2642
T011394,2025-02-16,TSLA,356,284.43,C4053
T011395,2025-01-21,TSLA,653,542.3,C3836
T011396,2025-02-25,TSLA,82,724.23,C1391
T011397,2025-03-07,NFLX,345,736.06,C2865
T011398,2025-02-28,NFLX,733,385.45,C1317
T011399,2025-01-07,AAPL,-276,742.86,C4689
T011400,2025-02-18,META,424,589.14,C0202
T011401,2025-01-16,TSLA,-436,389.47,C1359
T011402,2025-01-17,AMZN,-258,277.69,C0336
T011403,2025-03-25,MSFT,-393,718.37,C4598
T011404,2025-03-28,AMZN,753,715.1,C1604
T011405,2025-03-16,AAPL,-474,242.79,C3287
T011406,2025-02-03,TSLA,294,159.01,C0818
T011407,2025-02-02,GOOGL,13,504.3,C4933
T011408,2025-01-26,META,187,510.52,C0172
T011409,2025-03-07,NFLX,924,164.74,C2935
T011410,2025-03-04,AAPL,818,668.35,C2150
T011411,2025-03-28,MSFT,403,463.08,C4262
T011412,2025-02-10,GOOGL,-199,604.62,C1543
T011413,2025-03-27,NFLX,-388,785.12,C1962
T011414,2025-02-27,GOOGL,-430,420.06,C4001
T011415,2025-03-20,TSLA,702,594.76,C4921
T011416,2025-01-10,MSFT,-130,523.23,C4843
T011417,2025-01-15,META,-40,342.36,C1262
T011418,2025-02-11,META,-141,406.34,C1225
T011419,2025-02-26,NFLX,709,404.91,C2469
T011420,2025-03-28,MSFT,-22,108.28,C1933
T011421,2025-01-17,GOOGL,293,422.64,C4022
T011422,2025-03-01,MSFT,361,714.41,C3619
T011423,2025-01-09,AMZN,-438,702.46,C0512
T011424,2025-02-05,TSLA,-20,64.88,C1939
T011425,2025-03-14,TSLA,877,502.28,C2510
T011426,2025-03-21,AMZN,968,146.76,C3097
T011427,2025-02-05,AMZN,711,716.98,C1624
T011428,2025-02-17,MSFT,829,157.33,C2322
T011429,2025-02-20,GOOGL,525,778.57,C2700
T011430,2025-03-11,MSFT,-432,750.66,C3580
T011431,2025-03-15,AMZN,138,325.38,C3215
T011432,2025-03-21,TSLA,633,139.54,C3818
T011433,2025-03-09,TSLA,-495,147.3,C3753
T011434,2025-01-22,TSLA,935,756.6,C3639
T011435,2025-03-18,MSFT,713,606.6,C2444
T011436,2025-03-21,META,670,698.66,C2009
T011437,2025-01-06,AMZN,187,120.38,C2209
T011438,2025-01-26,NFLX,108,765.54,C2723
T011439,2025-03-16,GOOGL,968,477.86,C4726
T011440,2025-03-29,META,772,631.51,C1026
T011441,2025-01-03,NFLX,807,625.43,C1200
T011442,2025-02-21,MSFT,409,746.26,C4810
T011443,2025-03-15,META,-431,159.44,C3117
T011444,2025-03-01,TSLA,-162,740.08,C2530
T011445,2025-03-04,META,909,713.83,C4742
T011446,2025-03-06,AMZN,210,566.07,C1506
T011447,2025-02-21,GOOGL,617,344.69,C4072
T011448,2025-03-31,NFLX,173,383.81,C1631
T011449,2025-03-17,AAPL,21,119.71,C1350
T011450,2025-01-14,MSFT,709,616.61,C3366
T011451,2025-03-30,AAPL,-209,375.66,C1647
T011452,2025-03-13,NFLX,-436,358.51,C3357
T011453,2025-03-09,AMZN,-213,343.99,C0282
T011454,2025-01-28,AAPL,934,206.21,C2595
T011455,2025-03-12,TSLA,-143,707.67,C4380
T011456,2025-01-10,MSFT,472,610.53,C0897
T011457,2025-02-26,GOOGL,301,530.03,C3139
T011458,2025-03-07,TSLA,247,767.05,C3718
T011459,2025-03-31,AMZN,152,658.27,C4301
T011460,2025-02-19,MSFT,771,268.48,C4333
T011461,2025-01-14,AMZN,-283,635.8,C4498
T011462,2025-01-16,AMZN,332,457.73,C3338
T011463,2025-02-23,AMZN,276,319.61,C4401
T011464,2025-02-12,MSFT,355,499.48,C1892
T011465,2025-02-11,TSLA,173,591.75,C4605
T011466,2025-03-22,META,722,650.46,C0171
T011467,2025-01-22,AMZN,98,725.03,C4526
T011468,2025-03-09,GOOGL,-176,138.75,C1375
T011469,2025-01-19,TSLA,702,531.75,C4747
T011470,2025-03-07,AMZN,832,691.44,C3047
T011471,2025-02-08,MSFT,476,604.27,C0928
T011472,2025-03-14,AMZN,13,329.35,C2881
T011473,2025-01-19,AMZN,-320,53.87,C0235
T011474,2025-01-16,AAPL,935,727.99,C3658
T011475,2025-02-23,AAPL,894,447.94,C2954
T011476,2025-01-25,TSLA,-368,326.54,C1606
T011477,2025-01-18,NFLX,114,657.56,C0282
T011478,2025-01-23,AAPL,19,295.72,C2846
T011479,2025-03-26,MSFT,-297,88.22,C1075
T011480,2025-01-11,AAPL,-359,510.49,C1388
T011481,2025-02-08,MSFT,974,512.02,C1845
T011482,2025-03-09,AMZN,-294,386.93,C0291
T011483,2025-01-25,TSLA,747,706.03,C0271
T011484,2025-03-04,AAPL,-34,180.41,C0066
T011485,2025-01-30,AAPL,-110,643.81,C0107
T011486,2025-02-14,TSLA,983,378.99,C1373
T011487,2025-03-31,MSFT,850,181.11,C3432
T011488,2025-03-02,META,-208,505.33,C1594
T011489,2025-02-20,MSFT,943,706.72,C2502
T011490,2025-01-09,AAPL,610,125.21,C1056
T011491,2025-03-17,META,-403,613.5,C3099
T011492,2025-01-02,MSFT,-129,595.54,C1107
T011493,2025-01-05,MSFT,-398,508.62,C4228
T011494,2025-03-03,AAPL,205,538.56,C1494
T011495,2025-03-10,AAPL,603,607.5,C1942
T011496,2025-02-21,NFLX,-371,382.5,C0207
T011497,2025-03-27,AAPL,559,398.79,C4936
T011498,2025-01-05,GOOGL,-446,763.95,C0454
T011499,2025-02-28,AAPL,-420,74.24,C3411
T011500,2025-03-09,META,370,753.16,C4454
T011501,2025-01-09,GOOGL,-88,593.39,C0826
T011502,2025-01-22,AMZN,-346,386.55,C1681
T011503,2025-01-27,MSFT,549,332.94,C4456
T011504,2025-01-10,GOOGL,82,464.9,C2034
T011505,2025-03-21,AMZN,652,596.92,C0419
T011506,2025-03-02,META,346,270.97,C4563
T011507,2025-02-20,MSFT,20,93.85,C1539
T011508,2025-01-10,MSFT,241,166.62,C1732
T011509,2025-01-06,MSFT,574,673.21,C2037
T011510,2025-03-03,META,408,195.7,C0907
T011511,2025-01-05,TSLA,172,706.28,C2873
T011512,2025-03-11,TSLA,-35,264.14,C0141
T011513,2025-03-04,GOOGL,539,753.31,C4837
T011514,2025-02-25,GOOGL,-287,437.46,C1431
T011515,2025-02-28,MSFT,982,313.46,C4682
T011516,2025-03-04,AMZN,584,430.21,C0372
T011517,2025-03-30,GOOGL,820,716.05,C4789
T011518,2025-02-28,AAPL,998,659.93,C0934
T011519,2025-02-20,META,-429,306.42,C1782
T011520,2025-02-19,AAPL,-177,343.81,C4904
T011521,2025-01-04,GOOGL,-21,788.53,C4842
T011522,2025-02-17,AMZN,113,156.79,C2310
T011523,2025-02-01,AAPL,361,388.8,C4857
T011524,2025-02-20,MSFT,530,655.36,C1522
T011525,2025-02-21,MSFT,368,361.31,C1627
T011526,2025-03-15,TSLA,80,109.13,C2198
T011527,2025-02-03,TSLA,-439,307.31,C4226
T011528,2025-02-05,TSLA,949,667.22,C3234
T011529,2025-03-11,META,-376,489.43,C1778
T011530,2025-02-12,AMZN,-227,431.14,C0705
T011531,2025-01-16,MSFT,355,55.71,C0807
T011532,2025-02-28,AMZN,-147,605.65,C2133
T011533,2025-02-22,AAPL,-120,652.67,C4400
T011534,2025-01-19,NFLX,196,183.89,C3667
T011535,2025-03-30,MSFT,394,479.92,C3223
T011536,2025-02-10,TSLA,243,678.08,C4884
T011537,2025-03-22,META,546,473.62,C4044
T011538,2025-02-16,TSLA,885,358.95,C2911
T011539,2025-02-23,META,385,143.6,C1176
T011540,2025-02-24,AAPL,130,795.24,C3143
T011541,2025-01-19,MSFT,493,476.05,C0408
T011542,2025-03-03,AMZN,320,231.62,C3050
T011543,2025-02-28,AMZN,126,623.22,C1060
T011544,2025-03-06,AAPL,795,376.19,C4321
T011545,2025-03-09,META,669,248.74,C0275
T011546,2025-01-28,MSFT,892,640.89,C2149
T011547,2025-01-18,AMZN,235,729.34,C3452
T011548,2025-01-26,NFLX,266,614.78,C3593
T011549,2025-01-19,TSLA,-360,632.75,C1595
T011550,2025-02-24,TSLA,710,87.32,C4401
T011551,2025-02-26,AMZN,-313,55.0,C1649
T011552,2025-01-06,META,-65,506.44,C3798
T011553,2025-01-01,MSFT,-295,207.06,C3983
T011554,2025-01-08,AMZN,460,707.07,C1350
T011555,2025-02-20,AAPL,574,86.6,C3351
T011556,2025-03-26,MSFT,606,274.29,C2154
T011557,2025-03-29,AMZN,245,308.48,C1014
T011558,2025-01-25,NFLX,428,600.77,C1318
T011559,2025-02-16,TSLA,-105,648.19,C4749
T011560,2025-02-24,MSFT,789,367.66,C3072
T011561,2025-03-05,GOOGL,-24,177.49,C3834
T011562,2025-03-24,MSFT,358,376.16,C0290
T011563,2025-01-10,TSLA,-276,688.81,C2782
T011564,2025-02-25,NFLX,283,139.38,C2657
T011565,2025-01-12,MSFT,199,120.53,C0411
T011566,2025-02-02,AAPL,921,796.41,C3567
T011567,2025-03-12,NFLX,-167,238.16,C2816
T011568,2025-01-17,TSLA,983,625.39,C1067
T011569,2025-03-02,TSLA,-431,409.42,C1443
T011570,2025-01-10,META,169,652.07,C0920
T011571,2025-01-31,NFLX,513,652.57,C1741
T011572,2025-03-01,AAPL,938,142.36,C2744
T011573,2025-03-11,GOOGL,224,683.69,C0578
T011574,2025-01-17,MSFT,913,178.86,C2558
T011575,2025-02-19,AAPL,86,296.21,C0768
T011576,2025-02-06,MSFT,772,215.6,C4414
T011577,2025-03-23,MSFT,-277,557.6,C2788
T011578,2025-03-03,GOOGL,933,670.13,C1861
T011579,2025-03-31,MSFT,887,633.1,C1205
T011580,2025-03-21,NFLX,79,214.56,C3346
T011581,2025-03-13,META,-44,267.56,C1942
T011582,2025-03-29,AAPL,247,193.69,C2513
T011583,2025-03-18,NFLX,-134,442.56,C3948
T011584,2025-01-29,MSFT,333,458.65,C3109
T011585,2025-02-01,MSFT,836,475.59,C2402
T011586,2025-03-29,GOOGL,37,420.63,C1878
T011587,2025-03-21,MSFT,212,665.96,C0333
T011588,2025-01-11,TSLA,-117,305.11,C2048
T011589,2025-01-06,AMZN,621,356.07,C1430
T011590,2025-02-04,META,806,515.91,C3803
T011591,2025-02-02,TSLA,384,288.83,C4661
T011592,2025-01-18,NFLX,16,322.94,C4131
T011593,2025-02-06,GOOGL,577,530.54,C0218
T011594,2025-01-13,META,246,476.73,C3728
T011595,2025-03-15,MSFT,566,438.38,C3036
T011596,2025-03-31,AAPL,240,107.54,C2593
T011597,2025-03-22,MSFT,3,560.35,C0347
T011598,2025-03-05,META,273,693.06,C3001
T011599,2025-01-01,MSFT,295,774.61,C0750
T011600,2025-03-04,GOOGL,530,709.36,C3883
T011601,2025-03-30,NFLX,350,108.89,C4981
T011602,2025-02-03,MSFT,907,777.32,C3844
T011603,2025-01-10,NFLX,871,118.01,C4095
T011604,2025-03-25,AAPL,38,619.22,C3864
T011605,2025-01-07,AAPL,667,106.81,C3903
T011606,2025-02-25,AMZN,899,126.83,C0102
T011607,2025-03-21,AMZN,797,230.24,C1420
T011608,2025-02-06,MSFT,375,433.02,C2281
T011609,2025-01-29,AAPL,384,291.48,C2541
T011610,2025-01-12,MSFT,-267,600.11,C4410
T011611,2025-01-17,TSLA,522,608.43,C2693
T011612,2025-02-17,GOOGL,-229,480.34,C1084
T011613,2025-03-25,GOOGL,811,282.12,C0558
T011614,2025-01-26,AAPL,-211,108.93,C0519
T011615,2025-03-24,TSLA,-339,510.89,C1788
T011616,2025-01-12,AAPL,878,88.44,C1160
T011617,2025-01-21,TSLA,12,410.01,C1376
T011618,2025-02-11,NFLX,664,390.73,C2968
T011619,2025-03-02,NFLX,-345,741.98,C4421
T011620,2025-02-27,META,261,643.33,C1257
